Movie Title,Year,Duration,Genre,Rating
ParaNorman,2012,92 min,"Animation, Adventure, Comedy",7
The Wife,2017,99 min,Drama,7.2
Hitchcock,2012,98 min,"Biography, Drama, Romance",6.8
The Iron Lady,2011,105 min,"Biography, Drama",6.4
Nine,2009,118 min,"Drama, Musical, Romance",5.8
En kongelig affære,2012,137 min,"Biography, Drama, History",7.5
In the Bedroom,2001,131 min,"Crime, Drama",7.4
Selma,2014,128 min,"Biography, Drama, History",7.5
Half Nelson,2006,106 min,Drama,7.1
Toni Erdmann,2016,162 min,"Comedy, Drama",7.3
Nixon,1995,192 min,"Biography, Drama, History",7.1
The Broken Circle Breakdown,2012,111 min,"Drama, Music, Romance",7.7
Orlando,1992,94 min,"Biography, Drama, Fantasy",7.1
The Sweet Hereafter,1997,112 min,Drama,7.5
Quiz Show,1994,133 min,"Biography, Drama, History",7.5
Beasts of the Southern Wild,2012,93 min,"Adventure, Drama, Fantasy",7.2
Dave,1993,110 min,"Comedy, Romance",6.8
All Is Lost,2013,106 min,"Action, Adventure, Drama",6.9
The Horse Whisperer,1998,169 min,"Drama, Romance, Western",6.7
Evita,1996,135 min,"Biography, Drama, History",6.3
Nell,1994,112 min,Drama,6.5
Geronimo: An American Legend,1993,115 min,"Drama, History, Western",6.5
The Kite Runner,2007,128 min,Drama,7.6
Country Strong,2010,117 min,"Drama, Music",6.3
Jimmy Neutron: Boy Genius,2001,82 min,"Animation, Action, Adventure",6
Beginners,2010,105 min,"Comedy, Drama, Romance",7.2
Hustle & Flow,2005,116 min,"Crime, Drama, Music",7.3
The Grifters,1990,110 min,"Crime, Drama, Thriller",6.9
Bullets Over Broadway,1994,98 min,"Comedy, Crime",7.4
The United States vs. Billie Holiday,2021,126 min,"Biography, Drama, Music",6.2
The Prince of Tides,1991,132 min,"Drama, Romance",6.8
Kon-Tiki,2012,118 min,"Action, Adventure, Biography",7.2
Lagaan: Once Upon a Time in India,2001,224 min,"Drama, Musical, Sport",8.1
Quest for Camelot,1998,86 min,"Animation, Adventure, Comedy",6.2
The One and Only Ivan,2020,95 min,"Adventure, Comedy, Drama",6.5
The Pirates! In an Adventure with Scientists!,2012,88 min,"Animation, Adventure, Comedy",6.7
Searching for Bobby Fischer,1993,109 min,"Biography, Drama, Sport",7.4
Bad Grandpa,2013,92 min,Comedy,6.5
Wonder Boys,2000,107 min,"Comedy, Drama",7.2
Shaonian de ni,2019,135 min,"Crime, Drama, Romance",7.5
Shine,1996,105 min,"Biography, Drama, Music",7.7
You Can Count on Me,2000,111 min,Drama,7.5
Toys,1992,118 min,"Adventure, Comedy, Drama",5.1
Bright Star,2009,119 min,"Biography, Drama, Romance",6.9
Mighty Joe Young,1998,114 min,"Action, Adventure, Family",5.7
Michael Collins,1996,133 min,"Biography, Drama, Thriller",7.1
Kundun,1997,134 min,"Biography, Drama, History",7
Missing Link,2019,93 min,"Animation, Adventure, Comedy",6.7
Deconstructing Harry,1997,96 min,Comedy,7.3
Song of the Sea,2014,93 min,"Animation, Adventure, Drama",8
Frost/Nixon,2008,122 min,"Biography, Drama, History",7.7
Titus,1999,162 min,"Drama, History, Thriller",7.1
Breakthrough,2019,116 min,"Biography, Drama",6.2
Forushande,2016,124 min,Drama,7.7
Under sandet,2015,100 min,"Drama, History, War",7.8
Marvin's Room,1996,98 min,Drama,6.7
45 Years,2015,91 min,"Drama, Romance",7
The Cooler,2003,101 min,"Drama, Romance",6.9
Shadow of the Vampire,2000,92 min,"Drama, Horror",6.9
The Mirror Has Two Faces,1996,126 min,"Comedy, Drama, Romance",6.6
Hereafter,2010,129 min,"Drama, Fantasy, Romance",6.5
Persepolis,2007,96 min,"Animation, Biography, Drama",8
Far from Heaven,2002,107 min,"Drama, Romance",7.3
Reversal of Fortune,1990,111 min,"Biography, Drama, Mystery",7.2
Victoria & Abdul,2017,111 min,"Biography, Drama, History",6.8
Bulworth,1998,108 min,"Comedy, Drama, Romance",6.8
Lorenzo's Oil,1992,129 min,"Biography, Drama",7.3
The Boxtrolls,2014,96 min,"Animation, Adventure, Comedy",6.8
Whale Rider,2002,101 min,"Drama, Family",7.5
The Visitor,2007,104 min,Drama,7.6
Lone Star,1996,135 min,"Drama, Mystery, Western",7.4
Before Night Falls,2000,133 min,"Biography, Drama, Romance",7.1
The Messenger,2009,113 min,"Drama, Romance, War",7.1
Hoffa,1992,140 min,"Biography, Crime, Drama",6.6
Shadowlands,1993,131 min,"Biography, Drama, Romance",7.4
Marshall,2017,118 min,"Biography, Crime, Drama",7.2
Anna and the King,1999,148 min,"Drama, History, Romance",6.7
Pollock,2000,122 min,"Biography, Drama",7
In America,2002,105 min,Drama,7.7
Mrs Brown,1997,101 min,"Biography, Drama, History",7.2
Mrs. Henderson Presents,2005,103 min,"Comedy, Drama, Music",7
In the Valley of Elah,2007,121 min,"Crime, Drama, Mystery",7.2
Green Card,1990,107 min,"Comedy, Drama, Romance",6.3
Vera Drake,2004,125 min,"Crime, Drama",7.6
Efter brylluppet,2006,120 min,Drama,7.7
The Madness of King George,1994,110 min,"Biography, Comedy, Drama",7.2
Enchanted April,1991,95 min,Drama,7.3
The End of the Affair,1999,102 min,"Drama, Romance",7
Primary Colors,1998,143 min,"Comedy, Drama",6.7
Beyond the Lights,2014,116 min,"Drama, Music, Romance",6.8
Angels and Insects,1995,116 min,"Drama, Romance",6.8
"Deux jours, une nuit",2014,95 min,Drama,7.3
The Portrait of a Lady,1996,144 min,"Drama, Romance",6.2
The Contender,2000,126 min,"Drama, Thriller",6.9
Ghosts of Mississippi,1996,130 min,"Drama, History",6.7
Affliction,1997,114 min,"Drama, Mystery, Thriller",6.9
Mirai no Mirai,2018,98 min,"Animation, Adventure, Drama",7
The Savages,2007,114 min,"Comedy, Drama",7.1
Mandela: Long Walk to Freedom,2013,141 min,"Biography, Drama, History",7.1
Angela's Ashes,1999,145 min,"Biography, Drama",7.3
The Quiet American,2002,101 min,"Drama, Romance, Thriller",7
The Secret of Kells,2009,71 min,"Animation, Adventure, Family",7.6
Happy-Go-Lucky,2008,118 min,"Comedy, Drama, Romance",7
Der Baader Meinhof Komplex,2008,150 min,"Action, Biography, Crime",7.3
No Man's Land,2001,98 min,"Comedy, Drama, War",7.9
For the Boys,1991,138 min,"Comedy, Drama, Music",6.3
The Tempest,2010,110 min,"Comedy, Drama, Fantasy",5.3
American Splendor,2003,101 min,"Biography, Comedy, Drama",7.4
The Wings of the Dove,1997,102 min,"Drama, Romance",7.1
Babe: Pig in the City,1998,97 min,"Adventure, Comedy, Drama",5.8
Iris,2001,91 min,"Biography, Drama, Romance",7
Blue Sky,1994,101 min,"Drama, Romance",6.4
Away from Her,2006,110 min,Drama,7.5
El abrazo de la serpiente,2015,125 min,"Adventure, Biography, Drama",7.8
Topsy-Turvy,1999,160 min,"Biography, Comedy, Drama",7.3
My Family,1995,128 min,Drama,7.2
Beloved,1998,172 min,"Drama, History, Horror",6
Another Year,2010,129 min,"Comedy, Drama",7.3
Hamlet,1990,135 min,Drama,6.7
Hundraåringen som klev ut genom fönstret och försvann,2013,114 min,"Adventure, Comedy",7
Transamerica,2005,103 min,"Adventure, Comedy, Drama",7.4
Mediterraneo,1991,96 min,"Comedy, Drama, War",7.4
Gods and Monsters,1998,105 min,"Biography, Drama",7.4
Boze Cialo,2019,115 min,Drama,7.7
Le violon rouge,1998,130 min,"Drama, Music, Mystery",7.6
Richard III,1995,110 min,"Drama, Sci-Fi, War",7.3
The Man Who Sold His Skin,2020,104 min,Drama,6.9
Albert Nobbs,2011,113 min,"Drama, Romance",6.7
Up Close & Personal,1996,124 min,"Drama, Romance",6.1
The Apostle,1997,134 min,Drama,7.2
A Shaun the Sheep Movie: Farmageddon,2019,86 min,"Animation, Adventure, Comedy",6.8
Coco avant Chanel,2009,105 min,"Biography, Drama",6.6
Joyeux Noël,2005,116 min,"Drama, History, Music",7.7
Hævnen,2010,118 min,"Drama, Romance",7.6
The Invisible Woman,2013,111 min,"Biography, Drama, History",6.1
The Paper,1994,112 min,"Comedy, Drama",6.6
Rambling Rose,1991,112 min,Drama,6.6
The Breadwinner,2017,94 min,"Animation, Drama, Family",7.7
The Gruffalo,2009,27 min,"Animation, Family, Fantasy",7.5
Grand Canyon,1991,134 min,"Crime, Drama",6.9
Sweet and Lowdown,1999,95 min,"Comedy, Drama, Music",7.2
Husbands and Wives,1992,108 min,"Comedy, Drama, Romance",7.5
Junebug,2005,106 min,"Comedy, Drama",6.9
One True Thing,1998,127 min,Drama,6.9
Die Fälscher,2007,99 min,"Crime, Drama, History",7.5
The Preacher's Wife,1996,123 min,"Comedy, Drama, Fantasy",5.6
Shaun the Sheep Movie,2015,85 min,"Animation, Adventure, Comedy",7.3
Maria Full of Grace,2004,101 min,"Crime, Drama",7.4
Mr. Saturday Night,1992,119 min,"Comedy, Drama",5.9
Metropolitan,1990,98 min,"Comedy, Drama, Romance",7.3
The Wild Thornberrys Movie,2002,85 min,"Animation, Adventure, Comedy",5.6
Avalon,1990,128 min,Drama,7.2
L'illusionniste,2010,90 min,"Animation, Drama, Fantasy",7.5
Havana,1990,144 min,"Drama, Romance, War",6.1
Barney's Version,2010,134 min,"Comedy, Drama",7.3
Being Julia,2004,104 min,"Comedy, Drama, Romance",7
Pieces of April,2003,80 min,"Comedy, Drama",7
Venus,2006,95 min,"Comedy, Drama, Romance",7.1
Så som i himmelen,2004,133 min,"Comedy, Drama, Music",7.5
Snow Falling on Cedars,1999,127 min,"Drama, Mystery, Romance",6.8
Il divo,2008,110 min,"Biography, Drama",7.2
Restoration,1995,117 min,"Biography, Drama, History",6.6
Ulee's Gold,1997,113 min,Drama,7
Music of the Heart,1999,124 min,"Drama, Music",6.8
Little Voice,1998,97 min,"Comedy, Drama, Music",7
The Last Station,2009,112 min,"Biography, Drama, Romance",6.9
Oscar and Lucinda,1997,132 min,"Drama, Romance",6.6
Xi yan,1993,106 min,"Comedy, Drama, Romance",7.6
Pred dozhdot,1994,113 min,"Drama, Romance, War",7.9
Passion Fish,1992,135 min,Drama,7.3
Frozen River,2008,97 min,"Crime, Drama",7.1
Alice,1990,106 min,"Comedy, Romance",6.6
Hilary and Jackie,1998,121 min,"Biography, Drama, Music",7.3
The Affair of the Necklace,2001,118 min,"Drama, History, Romance",6
Afterglow,1997,119 min,"Comedy, Drama, Romance",6
The Mambo Kings,1992,104 min,"Drama, Music",6.4
Monsieur Lazhar,2011,95 min,"Comedy, Drama",7.5
Ernest et Célestine,2012,80 min,"Animation, Adventure, Comedy",7.8
Room on the Broom,2012,25 min,"Animation, Comedy, Family",7.5
Les invasions barbares,2003,99 min,"Comedy, Crime, Drama",7.5
Timbuktu,2014,96 min,"Drama, War",7.1
A Better Life,2011,98 min,"Drama, Romance",7.2
Nirgendwo in Afrika,2001,141 min,"Biography, Drama, History",7.5
Vatel,2000,103 min,"Biography, Drama, Romance",6.6
Solomon and Gaenor,1999,105 min,"Drama, Romance",6.8
Mr. & Mrs. Bridge,1990,126 min,Drama,6.6
Krigen,2015,115 min,"Crime, Drama, Thriller",7
Paradise Now,2005,91 min,"Crime, Drama, Thriller",7.4
Theeb,2014,100 min,"Adventure, Drama, Thriller",7.2
Love Field,1992,105 min,Drama,6.5
Chico & Rita,2010,94 min,"Animation, Crime, Drama",7.2
Georgia,1995,115 min,"Drama, Music",6.5
Tumbleweeds,1999,102 min,"Comedy, Drama",6.7
Tsotsi,2005,95 min,"Crime, Drama",7.2
Une vie de chat,2010,70 min,"Animation, Adventure, Comedy",6.9
Le goût des autres,2000,112 min,"Comedy, Drama, Romance",7.2
Tom & Viv,1994,125 min,"Biography, Drama, Romance",6.3
Karakter,1997,122 min,"Crime, Drama, Mystery",7.7
Fresa y chocolate,1993,108 min,"Comedy, Drama, Romance",7.4
Roommates,1995,108 min,"Comedy, Drama",6.4
Yesterday,2004,90 min,Drama,7.5
"O Que é Isso, Companheiro?",1997,110 min,"Action, Drama, History",7.4
Unstrung Heroes,1995,93 min,"Comedy, Drama",6.7
Jenseits der Stille,1996,109 min,"Drama, Music",7.4
De tweeling,2002,137 min,"Drama, Romance, War",7.4
Hors la loi,2010,138 min,"Crime, Drama, War",6.6
La bestia nel cuore,2005,120 min,"Drama, Mystery",6.4
Börn náttúrunnar,1991,82 min,"Drama, Romance",7.3
Little Surprises,1996,36 min,"Comedy, Drama",7.4
Iedereen beroemd!,2000,97 min,"Comedy, Drama, Music",6.9
Zus & zo,2001,106 min,"Comedy, Fantasy, Romance",6.1
Hedd Wyn,1992,123 min,"Drama, Romance, War",7.1
Duke of Groove,1995,32 min,Drama,5.8
Partners,1993,36 min,,5.7
China's Unnatural Disaster: The Tears of Sichuan Province,2009,38 min,Documentary,7.3
The Last Truck: Closing of a GM Plant,2009,40 min,Documentary,6.8
LaLee's Kin: The Legacy of Cotton,2001,89 min,Documentary,7.7
Autism Is a World,2004,40 min,Documentary,6.9
Family Video Diaries: Daughter of the Bride,1997,30 min,Documentary,6.3
